DATA AS OF,DEVELOPMENT,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,TOTAL # OF FIXED INCOME HOUSEHOLD,PERCENT FIXED INCOME HOUSEHOLDS,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,RAD TRANSFERRED DATE
1/1/2024,TOMPKINS,NY005011310,131,131,246,246,NY005046,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,031","1,046","5,145.50",4.99,0,"2,545","2,545",424,0.4219,8,1,12,8–16,"521,950.00",11.98,"521,950",11.98,"94,386","9,894,217",18.08%,212,"$18,445,969","$3,532",$634,PARK AVE,THROOP AVE,MYRTLE AVE,TOMPKINS AVE,BROOKLYN,3,8,25,56,36,7/31/1964,,,,,
1/1/2024,TWIN PARKS EAST (SITE 9),NY005012270,287,180,577,577,NY005227,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0,203,219,639.5,3.15,0,224,224,180,0.8867,1,0,1,14,"71,490.00",1.64,"71,490",1.64,"11,388","1,505,284",15.93%,137,"$11,406,932","$16,520",$324,CLINTON AVE,E 180TH ST,PROSPECT AVE,OAKLAND PL,BRONX,6,15,32,79,15,4/30/1982,,EXCLUSIVELY,YES,,
1/1/2024,TWO BRIDGES URA (SITE 7),NY005010760,266,76,389,221,NY005194,FEDERAL,TURNKEY,NEW CONST,0,250,250,"1,249.00",5,0,561,561,105,0.4339,1,0,1,26,"31,735.00",0.73,"31,735",0.73,"13,314","2,613,000",41.95%,768,"$10,508,730","$8,414",$744,CLINTON ST,SOUTH ST,CHERRY ST,MONTGOMERY ST,MANHATTAN,3,10,27,65,1,4/30/1975,,,,,
1/1/2024,"UNITY PLAZA (SITES 17,24,25A)",NY005012610,240,261,348,375,NY005169,FEDERAL,TURNKEY,NEW CONST,0,167,167,768.5,4.6,0,394,394,51,0.3312,3,0,3,6,"80,525.00",1.85,"80,525",1.85,"27,159","2,001,480",33.73%,213,"$5,191,821","$6,699",$705,SUTTER AVE,BLAKE AVE,SHEFFIELD AVE,ALABAMA AVE,BROOKLYN,5,8,19,60,42,11/30/1973,,,,,
1/1/2024,UNITY PLAZA (SITES 4-27),NY005012610,261,261,318,375,NY005117,FEDERAL,CONVENTIONAL,NEW CONST,0,460,462,"2,139.00",4.65,0,979,979,155,0.3664,5,0,13,6,"249,250.00",5.72,"249,250",5.72,"89,543","5,304,133",35.92%,171,"$16,798,483","$7,813",$692,BLAKE ST,SHEFFIELD AVE,DUMONT AVE,HINSDALE ST,BROOKLYN,5,8,19,60,42,9/30/1973,,,,,
1/1/2024,UNIVERSITY AVENUE REHAB,NY005013410,341,341,762,762,NY005283,FEDERAL,TURNKEY,REHAB,0,228,230,"1,025.00",4.5,0,458,458,107,0.4798,4,0,5,6,"77,898.00",1.79,"77,898",1.79,"43,696","2,798,894",56.09%,256,"$15,900,000","$15,377",$524,W BURNSIDE AVE,UNIVERSITY AVE,W TREMONT AVE,ANDREWS AVE,BRONX,5,13,31,86,14,1/31/1985,,,YES,YES,
1/1/2024,UPACA (SITE 5),NY005012410,343,241,757,760,NY005254,FEDERAL,TURNKEY,NEW CONST (ELD),0,153,200,535.5,3.5,0,187,187,126,0.84,1,0,1,11,"63,577.00",1.46,"63,577",1.46,"14,325","1,434,170",22.53%,128,"$13,369,245","$19,099",$374,E 121ST ST,LEXINGTON AVE,E 120TH ST,PARK AVE,MANHATTAN,11,13,30,68,9,7/3/1986,,EXCLUSIVELY,YES,,
1/1/2024,UPACA (SITE 6),NY005012410,355,241,760,760,NY005281,FEDERAL,TURNKEY,NEW CONST (ELD),0,136,150,476,3.5,0,162,162,124,0.9118,1,0,1,12,"45,362.00",1.04,"45,362",1.04,"10,330","1,041,895",22.77%,156,"$10,240,710","$19,506",$373,E 119TH ST,PARK AVE,E 122ND ST,LEXINGTON AVE,MANHATTAN,11,13,30,68,9,11/30/1987,,EXCLUSIVELY,YES,,
1/1/2024,VAN DYKE I,NY005000610,61,61,216,216,NY005013,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,591","1,603","7,344.50",4.62,0,"3,399","3,399",543,0.3582,22,1,31,3–14,"906,484.00",20.81,"844,628",19.39,"161,168","13,652,083",16.56%,163,"$21,351,730","$2,884",$608,SUTTER AVE,POWELL ST,LIVONIA AVE,MOTHER GASTON BLVD,BROOKLYN,16,8,25,55,41,5/27/1955,,,,,
1/1/2024,VAN DYKE II,NY005011680,146,182,257,257,NY005055,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0,110,112,410,3.73,0,122,122,92,0.8846,1,0,1,14,"40,574.00",0.93,"40,574",0.93,"9,017","845,622",22.22%,131,"$2,318,317","$5,546",$380,DUMONT AVE,POWELL ST,,,BROOKLYN,16,8,25,55,41,4/30/1964,,EXCLUSIVELY,,,
1/1/2024,VANDALIA AVENUE,NY005011940,315,315,273,273,NY005243,FEDERAL,TURNKEY,NEW CONST (ELD),0,286,293,"1,029.00",3.6,0,310,310,255,0.9173,2,1,2,10,"256,217.00",5.88,"256,217",5.88,"33,868","2,315,113",13.22%,53,"$20,511,981","$19,480",$425,LOUISIANA AVE,VANDALIA AVE,GEORGIA AVE,FLATLANDS AVE,BROOKLYN,5,8,19,60,42,5/31/1983,,EXCLUSIVELY,YES,,
1/1/2024,VLADECK,NY005010060,6,6,204,204,NY005003,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,517","1,531","6,212.50",4.1,0,"2,627","2,627",743,0.5156,20,0,46,6,"566,414.00",13,"519,124",11.92,"171,144","10,617,265",30.22%,202,"$7,994,564","$1,276",$554,HENRY ST,WATER ST,GOUVERNEUR ST,JACKSON ST,MANHATTAN,3,10,27,65,1,11/25/1940,,,,,
1/1/2024,VLADECK II,NY005010060,7,6,371,204,NY005181B,FEDERAL,CONVENTIONAL,NEW CONST,0,238,240,"1,071.00",4.5,0,479,479,107,0.4756,4,0,8,6,"96,933.00",2.23,"96,933",2.23,"28,827","1,766,160",29.74%,215,"$1,269,490","$1,175",$590,MADISON ST,CHERRY ST,JACKSON ST,,MANHATTAN,3,10,27,65,1,10/25/1940,1972/06/29-FED TRAN,,,,
1/1/2024,WAGNER,NY005010740,74,74,224,224,NY005024,FEDERAL,CONVENTIONAL,NEW CONST,0,"2,147","2,162","10,047.50",4.68,0,"4,276","4,276",897,0.4344,22,1,22,7–16,"1,172,233.00",26.91,"1,083,783",24.88,"150,639","16,837,094",12.85%,159,"$32,794,423","$3,238",$597,E 120TH ST,SECOND AVE,E 124TH ST,FDR DRIVE,MANHATTAN,11,13,29,68,8,6/12/1958,,,,,
1/1/2024,WALD,NY005000230,23,23,511,511,NY005213C,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,851","1,861","8,722.50",4.71,0,"3,646","3,646",909,0.5047,16,2,16,11–14,"717,071.00",16.46,"694,013",15.93,"133,117","14,691,881",18.56%,222,"$22,094,000","$2,561",$592,FDR DRIVE,AVENUE D,E 6TH ST,E HOUSTON ST,MANHATTAN,3,10,27,"65, 74",2,10/14/1949,1977/07/01-ATP 1,,,,
1/1/2024,WASHINGTON,NY005010620,62,62,217,217,NY005014,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,510","1,515","7,030.00",4.66,0,"3,154","3,154",636,0.4365,14,1,14,"2, 12–14","906,988.00",20.82,"822,228",18.88,"124,916","12,618,161",13.77%,151,"$23,677,092","$3,357",$624,E 104TH ST,SECOND AVE,E 97TH ST,THIRD AVE,MANHATTAN,11,13,29,68,8,9/20/1957,,,,,
1/1/2024,WEBSTER,NY005011410,141,141,231,231,NY005028,FEDERAL,CONVENTIONAL,NEW CONST,0,604,606,"2,820.00",4.67,0,"1,453","1,453",218,0.3739,5,1,5,21,"197,199.00",4.53,"197,199",4.53,"31,247","5,322,369",15.85%,321,"$12,227,114","$4,319",$579,E 169TH ST,PARK AVE,E 168TH ST,WEBSTER AVE,BRONX,3,15,32,79,16,9/30/1965,,,,,
1/1/2024,WEST BRIGHTON I,NY005010130,116,116,242,209,NY005040,FEDERAL,CONVENTIONAL,NEW CONST,0,455,490,"2,190.50",4.81,0,"1,222","1,222",136,0.2989,8,1,8,8,"367,961.00",8.45,"367,961",8.45,"65,839","4,850,947",17.89%,145,"$9,893,117","$4,204",$607,CASTLETON AVE,HENDERSON AVE,ALASKA ST,BROADWAY,STATEN ISLAND,1,11,23,61,49,12/31/1962,,,,,
1/1/2024,WEST BRIGHTON II,NY005010130,175,116,242,209,NY005040,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0,69,144,239.5,3.47,0,81,81,64,0.9275,8,0,8,1,"181,770.00",4.17,"181,770",4.17,"67,228","758,927",36.99%,19,"$2,825,000","$6,036",$389,CASTLETON AVE,ALASKA ST,BROADWAY,,STATEN ISLAND,1,11,23,61,49,12/31/1965,,EXCLUSIVELY,,,
1/1/2024,WEST FARMS ROAD REHAB,NY005015300,360,530,780,780,NY005286,FEDERAL,TURNKEY,REHAB,0,207,208,879.5,4.25,0,429,429,72,0.3512,4,0,7,6,"51,965.00",1.19,"51,965",1.19,"34,935","2,104,200",67.23%,361,"$14,480,678","$16,399",$581,FREEMAN ST,JENNINGS ST,WEST FARMS RD,LONGFELLOW AVE,BRONX,"2, 3",14,32,85,17,8/13/1986,,,YES,YES,
1/1/2024,WEST FARMS SQUARE CONVENTIONAL,NY005015310,526,530,481,482,NY005318,FEDERAL,CONVENTIONAL,REHAB,0,20,20,85,4.25,0,43,43,4,0.2,1,0,1,5,"5,000.00",0.11,"5,000",0.11,"3,363","202,892",67.26%,391,"$1,558,811","$18,339",$654,E 167TH ST,LONGFELLOW AVE,WEST FARMS RD,,BRONX,3,14,32,85,17,6/30/1994,,,YES,YES,
1/1/2024,WEST TREMONT AVENUE-SEDGWICK AVENUE AREA,NY005010450,246,45,365,368,NY005180,FEDERAL,TURNKEY,NEW CONST (ELD),0,134,148,441,3.29,0,149,149,118,0.8806,1,0,1,12,"36,563.00",0.84,"36,563",0.84,"9,609","982,251",26.28%,177,"$4,380,000","$8,734",$308,W TREMONT AVE,MONTGOMERY AVE,PALISADE PL,SEDGWICK AVE,BRONX,5,13,31,86,14,7/31/1973,,EXCLUSIVELY,,,
1/1/2024,WHITE,NY005010090,124,112,572,539,NY005244E,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0,221,248,660.5,2.99,0,243,243,200,0.9217,1,0,1,20,"35,321.00",0.81,"35,321",0.81,"23,400","1,778,327",66.25%,300,"$4,305,000","$5,794",$345,E 104TH ST,SECOND AVE,,,MANHATTAN,11,13,29,68,8,9/30/1964,1979/08/01-ATP 4,EXCLUSIVELY,,,
1/1/2024,WHITMAN,NY005005140,514,514,509,509,NY005213A,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,546","1,659","7,390.00",4.78,0,"3,399","3,399",626,0.4073,15,3,32,6–13,"803,058.00",18.44,"744,421",17.09,"156,524","9,769,048",19.49%,184,"$10,341,328","$1,655",$581,PARK AVE,CARLTON AVE,MYRTLE AVE,SAINT EDWARDS ST,BROOKLYN,2,7,25,57,35,2/24/1944,1977/07/01-ATP 1,,,,
1/1/2024,WILSON,NY005010090,112,112,539,539,NY005220J,FEDERAL,CONVENTIONAL,NEW CONST,0,386,398,"2,159.00",5.59,0,"1,110","1,110",124,0.3263,3,0,3,20,"133,188.00",3.06,"133,188",3.06,"22,499","3,961,200",16.89%,363,"$7,162,000","$3,219",$772,FDR DRIVE,E 105TH ST,FIRST AVE,E 106TH ST,MANHATTAN,11,13,29,68,8,6/30/1961,1978/07/01-ATP 3,,,,
1/1/2024,WOODSIDE,NY005000330,33,33,316,316,NY005114D,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,353","1,357","6,312.50",4.67,0,"2,658","2,658",618,0.4747,20,0,55,6,"971,398.00",22.3,"971,398",22.3,"186,009","10,715,226",19.15%,119,"$13,777,000","$2,251",$638,49TH ST,51ST ST,31ST AVE,NEWTOWN RD,QUEENS,1,7,12,34,26,12/30/1949,1968/08/29-FED TRAN,,,,
1/1/2024,WOODSON,NY005011680,182,182,285,257,NY005084,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0,406,407,"1,416.00",3.49,0,434,434,323,0.8706,2,0,2,10–25,"140,000.00",3.21,"100,000",2.3,"24,456","2,792,393",17.47%,135,"$8,225,987","$5,785",$376,BLAKE AVE,LIVONIA AVE,POWELL ST,JUNIUS ST,BROOKLYN,16,8,25,55,42,8/31/1970,,EXCLUSIVELY,,,
1/1/2024,WSUR (BROWNSTONES),NY005011270,178,155,279,259,NY005052K,FEDERAL,CONVENTIONAL,REHAB,0,235,236,781.5,3.33,0,304,304,115,0.545,36,0,36,3–4–6,"67,637.00",1.55,"67,637",1.55,"41,422","2,308,080",61.24%,196,"$4,190,975","$4,936",$550,W 89TH & 90TH STS,91ST & 93RD STS,COLUMBUS AVE,CENTRAL PARK WEST,MANHATTAN,7,12,47,69,"06, 07",6/30/1968,,,,,
1/1/2024,WSUR (SITE A) 120 WEST 94TH STREET,NY005011270,151,155,259,259,NY005056,FEDERAL,CONVENTIONAL,NEW CONST,0,70,70,307,4.39,0,140,140,25,0.3731,1,0,1,9,"22,763.00",0.52,"22,763",0.52,"6,811","613,400",29.92%,269,,,$680,120 W 94TH ST,AMSTERDAM AVE,,,MANHATTAN,7,12,47,69,7,9/30/1965,,,,,
1/1/2024,WSUR (SITE B) 74 WEST 92ND STREET,NY005011270,173,155,259,259,NY005056,FEDERAL,CONVENTIONAL,NEW CONST,0,167,168,731.5,4.38,0,290,290,63,0.4145,1,0,1,22,"25,176.00",0.58,"25,176",0.58,"13,176","1,575,535",52.34%,500,"$7,228,361","$4,167",$583,74 W 92ND ST,COLUMBUS AVE,,,MANHATTAN,7,12,47,69,6,9/30/1965,,,,,
1/1/2024,WSUR (SITE C) 589 AMSTERDAM AVENUE,NY005011270,174,155,259,259,NY005056,FEDERAL,CONVENTIONAL,NEW CONST,0,157,158,686.5,4.37,0,293,293,77,0.5238,1,0,1,18,"25,131.00",0.58,"25,131",0.58,"7,891","1,363,220",31.40%,505,,,$577,589 AMSTERDAM AVE,W 88TH ST,W 89TH ST,,MANHATTAN,7,12,47,69,6,9/30/1965,,,,,
1/1/2024,WYCKOFF GARDENS,NY005011630,163,163,272,272,NY005074,FEDERAL,CONVENTIONAL,NEW CONST,0,503,529,"2,325.50",4.62,0,"1,023","1,023",239,0.4751,3,0,3,21,"253,000.00",5.81,"253,000",5.81,"31,158","4,724,612",12.32%,176,"$10,130,155","$4,149",$651,THIRD AVE,NEVINS ST,WYCKOFF ST,BALTIC ST,BROOKLYN,6,10,26,52,39,12/31/1966,,,,,
1/1/2024,104-14 TAPSCOTT STREET,NY005011670,242,167,361,283,NY005174,FEDERAL,TURNKEY,NEW CONST,,28,30,122,4.36,0,55,55,,,1,0,1,4,"10,000.00",0.23,"10,000",0.23,"6,983","351,238",69.83%,239,"$839,110","$6,505",$604,TAPSCOTT ST,UNION ST,SUTTER AVE,BLAKE AVE,BROOKLYN,16,9,25,55,41,10/31/1972,,,,,11/28/2023
1/1/2024,335 EAST 111TH STREET,NY005010640,203,64,320,219,NY005126,FEDERAL,TURNKEY,NEW CONST,,66,66,259,3.92,0,108,108,,,1,0,1,6,"20,205.00",0.46,"20,205",0.46,"9,143","530,550",45.25%,235,"$1,241,825","$4,651",$427,SECOND AVE,E 111TH ST,FIRST AVE,E 112TH ST,MANHATTAN,11,13,29,68,8,6/30/1969,,,,,11/30/2020
1/1/2024,344 EAST 28TH STREET,NY005021850,185,153,452,452,NY005374,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,88,225,225,985.5,4.38,175,252,427,,,1,0,1,26,"44,644.00",1.02,"44,644",1.02,"7,889","1,946,457",17.67%,419,"$4,980,000","$5,053",$555,E 27TH ST,NEW ST,E 28TH ST,FIRST AVE,MANHATTAN,6,12,59,74,2,3/31/1971,,,,,11/30/2020
1/1/2024,572 WARREN STREET,NY005011630,196,163,307,272,NY005103,FEDERAL,TURNKEY,NEW CONST,,192,200,787,4.1,,350,350,,,1,1,2,6,"81,700.00",1.88,"81,700",1.88,"28,530","1,726,301",34.92%,186,"$5,984,598","$7,116",$547,WARREN ST,BALTIC ST,THIRD AVE,FOURTH AVE,BROOKLYN,6,10,26,52,39,8/31/1972,,,,,02/12/2020
1/1/2024,ARMSTRONG I,NY005012100,210,210,325,325,NY005120,FEDERAL,CONVENTIONAL,NEW CONST,,368,371,"1,756.00",4.77,,950,950,,,11,1,55,3—4—6,"245,481.00",5.64,"245,481",5.64,"94,311","4,800,020",38.42%,168,"$14,648,872","$8,129",$607,CLIFTON PL,MARCY AVE,GATES AVE,BEDFORD AVE,BROOKLYN,3,8,25,"56, 57",36,5/31/1973,,PARTIALLY,,,02/12/2020
1/1/2024,ARMSTRONG II,NY005012100,228,210,355,325,NY005116,FEDERAL,TURNKEY,NEW CONST,,247,248,"1,268.50",5.14,,670,670,,,5,1,16,4,"162,118.00",3.72,"162,118",3.72,"67,372","3,123,424",41.56%,180,"$7,802,067","$6,114",$617,GREENE AVE,GATES AVE,TOMPKINS AVE,MARCY AVE,BROOKLYN,3,8,25,56,36,10/31/1974,,,,,02/12/2020
1/1/2024,AUDUBON,NY005010030,125,125,444,444,NY005365,FEDERAL,CONVENTIONAL,NEW CONST,,163,168,808,4.96,0,441,441,,,1,0,1,20,"27,477.00",0.63,"27,477",0.63,"9,043","1,585,892",32.91%,700,"$2,817,000","$3,382",$580,W 154TH ST,W 155TH ST,AMSTERDAM AVE,,MANHATTAN,9,13,30,71,7,4/30/1962,1995/07/13-PTA,,,,01/10/2023
1/1/2024,BAYCHESTER,NY005021260,126,138,440,440,NY005367,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,147,440,441,"1,863.00",4.23,323,534,857,,,11,1,12,6,"360,248.00",8.27,"360,248",8.27,"66,835","3,759,170",18.55%,104,"$8,099,000","$4,339",$494,SCHIEFFELIN AVE,E 225TH ST,E 229TH ST,,BRONX,12,16,36,83,12,10/31/1963,,,,,12/27/2018
1/1/2024,BELMONT-SUTTER AREA,NY005010460,345,46,761,761,NY005282,FEDERAL,TURNKEY,NEW CONST,,72,72,336,4.67,0,179,179,,,3,0,,3,"80,000.00",1.84,"80,000",1.84,"24,395","889,912",30.49%,97,"$5,373,534","$15,993",$611,BELMONT AVE,JEROME ST,SUTTER AVE,BARBEY ST,BROOKLYN,5,8,19,60,42,2/28/1986,,,YES,,12/28/2021
1/1/2024,BERRY STREET-SOUTH 9TH STREET,NY005011310,357,131,777,777,NY005288,FEDERAL,TURNKEY,NEW CONST,,150,150,711,4.74,,368,368,,,4,0,15,3—6,"129,228.00",2.97,"129,228",2.97,"39,559","1,341,343",30.61%,124,"$17,062,418","$23,999",$688,SOUTH 9TH ST,BEDFORD & DIVISION AVES,SOUTH 11TH ST,WYTHE AVE,BROOKLYN,1,7,18,50,34,9/30/1995,,,YES,,02/12/2020
1/1/2024,BETANCES I,NY005012110,211,211,326,326,NY005121,FEDERAL,CONVENTIONAL,NEW CONST,,309,309,"1,410.50",4.56,,699,699,,,13,0,13,3—4—12—20,"136,173.00",3.13,"136,173",3.13,"40,862","2,587,665",30.01%,223,"$8,854,586","$6,216",$468,BROOK AVE,E 144TH ST,SAINT ANN'S AVE,E 143RD ST,BRONX,1,15,29,84,8,5/31/1973,,PARTIALLY,,,11/16/2018
1/1/2024,"BETANCES II, 13",NY005010840,518,84,300,294,NY005118B,FEDERAL,TURNKEY,NEW CONST,,51,51,220.5,4.32,,112,112,,,1,0,1,6,"52,523.00",1.21,"52,523",1.21,"18,780","621,365",35.76%,93,"$1,796,276","$8,055",$423,E 140TH ST,JACKSON AVE,E 139TH ST,,BRONX,1,15,29,84,8,7/31/1973,,,,,11/16/2018
1/1/2024,"BETANCES II, 18",NY005011450,519,145,338,249,NY005118C,FEDERAL,TURNKEY,NEW CONST,,78,78,428,5.49,,238,238,,,2,0,5,4—6,"25,352.00",0.58,"25,352",0.58,"9,348","1,192,594",36.87%,410,"$3,447,562","$8,055",$573,WILLIS AVE,E 137TH ST,BROWN PL,E 136TH ST,BRONX,1,15,29,84,8,7/31/1973,,,,,11/16/2018
1/1/2024,"BETANCES II, 9A",NY005012110,220,211,294,326,NY005118A,FEDERAL,TURNKEY,NEW CONST,,46,46,208,4.52,,97,97,,,1,0,3,4,"27,140.00",0.62,"27,140",0.62,"15,185","579,478",55.95%,156,"$1,675,453","$8,055",$552,E 146TH ST,SAINT ANN'S AVE,E 144TH ST,BROOK AVE,BRONX,1,15,29,84,8,7/31/1973,,,,,11/16/2018
1/1/2024,"BETANCES III, 13",NY005010840,520,84,356,294,NY005134B,FEDERAL,TURNKEY,REHAB,,22,22,117,5.32,,75,75,,,2,0,2,5,"12,860.00",0.29,"12,860",0.29,"3,480","479,116",27.06%,259,"$867,345","$7,289",$444,E 139TH ST,JACKSON AVE,,,BRONX,1,15,29,84,8,7/31/1973,,,,,11/16/2018
1/1/2024,"BETANCES III, 18",NY005011450,521,145,366,249,NY005134C,FEDERAL,TURNKEY,REHAB,,19,19,77.5,4.08,,45,45,,,1,0,1,5,"24,894.00",0.57,"24,894",0.57,"17,906","1,348,772",71.93%,79,"$2,441,684","$7,289",$464,E 137TH ST,BROWN PL,E 136TH ST,WILLIS AVE,BRONX,1,15,29,84,8,7/31/1973,,,,,11/16/2018
1/1/2024,"BETANCES III, 9A",NY005012110,222,211,339,326,NY005134A,FEDERAL,TURNKEY,REHAB,,26,26,143,5.5,,78,78,,,2,0,2,6,"12,013.00",0.28,"12,013",0.28,"7,306","849,526",60.82%,279,"$1,537,896","$7,289",$565,E 145TH ST,SAINT ANN'S AVE,E 144TH ST,,BRONX,1,15,29,84,8,7/31/1973,,,,,11/16/2018
1/1/2024,BETANCES IV,NY005012110,230,211,349,326,NY005135,FEDERAL,TURNKEY,NEW CONST,,282,282,"1,366.00",4.84,,744,744,,,8,0,19,3—4—6,"189,526.00",4.35,"189,526",4.35,"74,343","3,694,403",39.23%,171,"$10,758,956","$7,853",$535,E 143RD ST,E 147TH ST,WILLIS AVE,SAINT ANN'S AVE,BRONX,1,15,29,84,8,12/31/1973,,,,,11/16/2018
1/1/2024,BETANCES V,NY005012110,231,211,350,326,NY005136,FEDERAL,TURNKEY,REHAB,,100,100,484,4.84,,305,305,,,6,0,6,5—6,"45,308.00",1.04,"45,308",1.04,"30,557","2,021,785",67.44%,293,"$5,877,679","$7,916",$500,E 143RD ST,E 147TH ST,WILLIS AVE,SAINT ANN'S AVE,BRONX,1,15,29,84,8,2/28/1974,,,,,11/16/2018
1/1/2024,BETANCES VI,NY005012110,285,211,545,545,NY005217,FEDERAL,CONVENTIONAL,REHAB,,155,155,726.5,4.69,,379,379,,,3,2,5,5—6,"56,604.00",1.3,"56,604",1.3,"18,582","993,708",32.83%,292,"$10,480,359","$14,337",$490,E 147TH ST,E 146TH ST,SAINT ANN'S AVE,WILLIS AVE,BRONX,1,15,29,84,8,10/31/1982,,,YES,,11/16/2018
1/1/2024,BETHUNE GARDENS,NY005010030,160,125,271,271,NY005070,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,197,210,694,3.52,0,238,238,,,1,0,1,22,"63,546.00",1.46,"63,546",1.46,"7,751","1,393,115",12.20%,163,"$3,785,397","$5,007",$335,W 156TH ST,SAINT NICHOLAS AVE,AMSTERDAM AVE,,MANHATTAN,12,13,31,71,10,3/31/1967,,EXCLUSIVELY,,,01/10/2023
1/1/2024,BOULEVARD,NY005020460,46,46,637,637,NY005369,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,462,"1,414","1,441","5,952.00",4.21,850,"1,672","2,522",,,18,0,30,6—14,"1,127,650.00",25.89,"1,127,650",25.89,"170,051","12,141,094",15.08%,97,"$13,645,438","$2,247",$546,LINDEN BLVD,ASHFORD ST,WORTMAN AVE,SCHENCK AVE,BROOKLYN,5,8,19,60,42,3/22/1951,,,,,12/28/2021
1/1/2024,BUSHWICK II (GROUPS A & C),NY005012470,302,247,565,546,NY005222,FEDERAL,TURNKEY,NEW CONST,,299,300,"1,446.50",4.84,,716,716,,,25,0,25,3,"402,930.00",9.25,"402,930",9.25,"102,600","3,200,584",25.46%,77,"$20,840,392","$14,235",$607,CENTRAL AVE,HARMAN AVE,GREEN AVE,HALSEY ST,BROOKLYN,4,7,18,"53, 54",37,7/19/1984,,,YES,,07/18/2019
1/1/2024,BUSHWICK II (GROUPS B & D),NY005012470,303,247,566,546,NY005240,FEDERAL,TURNKEY,NEW CONST,,300,300,"1,450.00",4.83,,702,702,,,25,1,27,3,"440,392.00",10.11,"440,392",10.11,"102,600","3,200,584",23.30%,69,"$19,608,177","$13,339",$584,GATES AVE,WILSON AVE,MADISON AVE,EVERGREEN AVE,BROOKLYN,4,7,18,"53, 54",37,7/5/1984,,,YES,,07/18/2019
1/1/2024,BUSHWICK II CDA (GROUP E),NY005012470,324,247,758,546,NY005263,FEDERAL,TURNKEY,NEW CONST,,276,276,"1,212.00",4.39,,555,555,,,5,0,37,3,"300,000.00",6.89,"300,000",6.89,"84,230","2,198,403",28.08%,81,"$20,078,888","$16,539",$543,KNICKERBOCKER AVE,WILSON AVE,GATES AVE,MENAHAN ST,BROOKLYN,4,7,18,53,37,12/10/1986,,,YES,,07/18/2019
1/1/2024,CLAREMONT PARKWAY-FRANKLIN AVENUE,NY005013420,334,342,779,753,NY005253,FEDERAL,TURNKEY,NEW CONST,,173,188,678.5,3.92,0,248,248,,,3,0,13,3—7,"134,390.00",3.09,"134,390",3.09,"35,258","1,584,850",26.24%,80,"$12,645,913","$17,252",$388,CLAREMONT PKWY,FULTON AVE,E 171ST ST,THIRD AVE,BRONX,3,15,32,79,16,12/16/1986,,PARTIALLY (1 BU,YES,,09/28/2023
1/1/2024,CROWN HEIGHTS,NY005013510,312,351,331,765,NY005258,FEDERAL,TURNKEY,REHAB,,116,121,508,4.38,0,231,231,,,8,0,8,4,"51,255.00",1.18,"51,255",1.18,"31,650","1,139,400",61.75%,196,"$7,974,650","$15,118",$688,BUFFALO AVE,BERGEN ST,RALPH AVE,SAINT JOHNS PL,BROOKLYN,8,"08, 09",20,55,41,9/4/1986,,,YES,,11/28/2023
1/1/2024,DAVIDSON,NY005013420,190,342,301,301,NY005096A,FEDERAL,CONVENTIONAL,NEW CONST,,173,175,830.5,4.8,0,430,430,,,1,0,2,8,"82,967.00",1.9,"82,967",1.9,"24,796","1,647,000",29.89%,226,"$8,704,709","$10,259",$590,PROSPECT AVE,HOME ST,167TH ST,UNION AVE,BRONX,3,15,32,79,17,8/31/1973,,PARTIALLY (1 ST,,,09/28/2023
